ASMID,ORIG SPECIES,MODIFIED SPECIES,ORIG STRAIN,MODIFIED STRAIN
GCA_025544665.1_ASM2554466v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,SW20-7,SW20-7
GCA_025544555.1_ASM2554455v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,SW21-1,SW21-1
GCA_025541425.1_ASM2554142v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,SW21-5,SW21-5
GCA_025544515.1_ASM2554451v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,SW21-7,SW21-7
GCA_025544455.1_ASM2554445v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,SW21-8,SW21-8
GCA_025544475.1_ASM2554447v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,SW7-5,SW7-5
GCA_025541355.1_ASM2554135v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,T126-1,T126-1
GCA_025557965.1_ASM2555796v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,T128-1,T128-1
GCA_025541555.1_ASM2554155v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,T132-2,T132-2
GCA_025536705.1_ASM2553670v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,T176-2,T176-2
GCA_025536695.1_ASM2553669v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,T181-1,T181-1
GCA_022578395.1_ASM2257839v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,T199,T199
GCA_022578365.1_ASM2257836v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,T205,T205
GCA_008692205.1_Ptr_V0001,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,V0001,V0001
GCF_000149985.1_ASM14998v1,Pyrenophora tritici-repentis,Pyrenophora tritici-repentis,Pt-1C-BFP,Pt-1C-BFP
GCA_902806595.1_PH,Pyrenopolyporus hunteri,Pyrenopolyporus hunteri,MUCL 49339,MUCL 49339
GCA_021030945.1_ASM2103094v1,Pyrenula aspistea,Pyrenula aspistea,KRB14,KRB14
GCA_021030905.1_ASM2103090v1,Pyrenula massariospora,Pyrenula massariospora,TSL107,TSL107
GCA_051942085.1_KEW_Pyoc,Pyrenula ochraceoflavens,Pyrenula ochraceoflavens,LIQ179PYOC,LIQ179PYOC
GCA_964255335.1_public_SRR14722061_metabat2_bin.1,Pyrenula pseudobufonia,Pyrenula pseudobufonia,,
GCA_052059035.1_KEW_Pysp1,Pyrenula sp. 1 TL-2023,Pyrenula sp. 1 TL-2023,LIQ210ARCI,LIQ210ARCI
GCA_944952825.1_GE16_2_contigs_polished,Pyricularia grisea,Pyricularia grisea,,
GCA_024704135.1_ASM2470413v1,Pyricularia grisea,Pyricularia grisea,D1-s49,D1-s49
GCA_024704025.1_ASM2470402v1,Pyricularia grisea,Pyricularia grisea,D15-s37,D15-s37
GCA_001548815.1_ASM154881v1,Pyricularia grisea,Pyricularia grisea,DS0505,DS0505
GCA_001548795.1_DS9461,Pyricularia grisea,Pyricularia grisea,DS9461,DS9461
GCA_002925245.1_ASM292524v1,Pyricularia grisea,Pyricularia grisea,DsLIZ,DsLIZ
GCA_037447495.1_ASM3744749v1,Pyricularia grisea,Pyricularia grisea,Mg_9748,Mg_9748
GCF_004355905.1_PgNI,Pyricularia grisea,Pyricularia grisea,NI907,NI907
GCA_003933175.1_ASM393317v1,Pyricularia grisea,Pyricularia grisea,PMg_Dl,PMg_Dl
GCA_040113025.1_ASM4011302v1,Pyricularia grisea,Pyricularia grisea,SCAU-2,SCAU-2
GCA_047370945.1_UK_UFVPY210,Pyricularia grisea,Pyricularia grisea,UFVPY210,UFVPY210
GCA_002924675.1_ASM292467v1,Pyricularia grisea,Pyricularia grisea,VO107,VO107
GCA_002871045.1_ASM287104v1,Pyricularia grisea,Pyricularia grisea,W97-11,W97-11
GCA_002866905.1_Mg_W98-20_1.0,Pyricularia grisea,Pyricularia grisea,W98-20,W98-20
GCA_900474175.3_US71_genome_polished_no_mito,Pyricularia oryzae,Pyricularia oryzae,,
GCA_055472635.1_ASM5547263v1,Pyricularia oryzae,Pyricularia oryzae,0-249,0-249
GCA_003991345.1_ASM399134v1,Pyricularia oryzae,Pyricularia oryzae,10100,10100
GCA_000734095.1_Mo1106.2,Pyricularia oryzae,Pyricularia oryzae,1106.2,1106.2
GCA_003015385.1_ASM301538v1,Pyricularia oryzae,Pyricularia oryzae,13FM-16-1,13FM-16-1
GCA_003015395.1_ASM301539v1,Pyricularia oryzae,Pyricularia oryzae,13FM-24-1,13FM-24-1
GCA_003015405.1_ASM301540v1,Pyricularia oryzae,Pyricularia oryzae,13FM-3-2,13FM-3-2
GCA_003015425.1_ASM301542v1,Pyricularia oryzae,Pyricularia oryzae,13FM-5-1,13FM-5-1
GCA_003015465.1_ASM301546v1,Pyricularia oryzae,Pyricularia oryzae,13FM-9-1,13FM-9-1
GCA_000734085.1_Mo1801.4,Pyricularia oryzae,Pyricularia oryzae,1801.4,1801.4
GCA_000734105.1_Mo1836.3,Pyricularia oryzae,Pyricularia oryzae,1836.3,1836.3
GCA_000734075.1_Mo2303.1,Pyricularia oryzae,Pyricularia oryzae,2303.1,2303.1
GCA_012922935.1_ASM1292293v1,Pyricularia oryzae,Pyricularia oryzae,2539,2539
GCA_000734165.1_Mo401.4,Pyricularia oryzae,Pyricularia oryzae,401.4,401.4
GCA_000734155.1_Mo4403.2,Pyricularia oryzae,Pyricularia oryzae,4403.2,4403.2
GCA_000734215.1_Mo4603.4,Pyricularia oryzae,Pyricularia oryzae,4603.4,4603.4
GCA_049735435.1_ASM4973543v1,Pyricularia oryzae,Pyricularia oryzae,70-15,70-15
GCA_003013125.1_ASM301312v1,Pyricularia oryzae,Pyricularia oryzae,87-120,87-120
GCA_000734185.1_Mo903.4,Pyricularia oryzae,Pyricularia oryzae,903.4,903.4
GCA_050157855.1_ASM5015785v1,Pyricularia oryzae,Pyricularia oryzae,95085,95085
GCA_050656755.1_HCTi.v1.0,Pyricularia oryzae,Pyricularia oryzae,95085 HCT,95085 HCT
GCA_050141325.1_ASM5014132v1,Pyricularia oryzae,Pyricularia oryzae,95HPH-1,95HPH-1
GCA_050141285.1_ASM5014128v1,Pyricularia oryzae,Pyricularia oryzae,95HPH-2,95HPH-2
GCA_050141255.1_ASM5014125v1,Pyricularia oryzae,Pyricularia oryzae,95HPH-3,95HPH-3
GCA_050157325.1_ASM5015732v1,Pyricularia oryzae,Pyricularia oryzae,95HPH-4,95HPH-4
GCA_050656645.1_95HPH-4-hifi,Pyricularia oryzae,Pyricularia oryzae,95HPH-4-HIFI,95HPH-4-HIFI
GCA_000805855.1_ASM80585v1,Pyricularia oryzae,Pyricularia oryzae,98-06,98-06
GCA_905067045.2_AG002_contigs_polished,Pyricularia oryzae,Pyricularia oryzae,AG002,AG002
GCA_905067025.2_AG006_contigs_polished,Pyricularia oryzae,Pyricularia oryzae,AG006,AG006
GCA_905067055.2_AG032_contigs_polished,Pyricularia oryzae,Pyricularia oryzae,AG032,AG032
GCA_905067005.2_AG038_contigs_polished,Pyricularia oryzae,Pyricularia oryzae,AG038,AG038
GCA_905067035.2_AG039_contigs_polished,Pyricularia oryzae,Pyricularia oryzae,AG039,AG039
GCA_905066965.2_AG059_contigs_polished,Pyricularia oryzae,Pyricularia oryzae,AG059,AG059
GCA_905067015.2_AG098_contigs_polished,Pyricularia oryzae,Pyricularia oryzae,AG098,AG098
GCA_000734335.1_MoAH06,Pyricularia oryzae,Pyricularia oryzae,AH06,AH06
GCA_003015475.2_ASM301547v2,Pyricularia oryzae,Pyricularia oryzae,AV1-1-1,AV1-1-1
GCA_002925445.1_ASM292544v1,Pyricularia oryzae,Pyricularia oryzae,Arcadia,Arcadia
GCA_012654115.1_ASM1265411v1,Pyricularia oryzae,Pyricularia oryzae,Arcadia2,Arcadia2
GCA_002218465.1_ASM221846v1,Pyricularia oryzae,Pyricularia oryzae,B2,B2
GCA_002925415.1_ASM292541v1,Pyricularia oryzae,Pyricularia oryzae,B51,B51
GCA_001675625.1_ASM167562v1,Pyricularia oryzae,Pyricularia oryzae,B71,B71
GCA_003015495.1_ASM301549v1,Pyricularia oryzae,Pyricularia oryzae,BJ-90-611,BJ-90-611
GCA_003015515.1_ASM301551v1,Pyricularia oryzae,Pyricularia oryzae,BJ08-8,BJ08-8
GCA_000734705.1_ASM73470v1,Pyricularia oryzae,Pyricularia oryzae,BM1-24,BM1-24
GCA_031208665.1_T29_UKY_PO,Pyricularia oryzae,Pyricularia oryzae,BP1,BP1
GCA_002925405.1_ASM292540v1,Pyricularia oryzae,Pyricularia oryzae,Bd8401,Bd8401
GCA_001675615.1_ASM167561v1,Pyricularia oryzae,Pyricularia oryzae,BdBar16-1,BdBar16-1
GCA_001675595.1_ASM167559v1,Pyricularia oryzae,Pyricularia oryzae,BdJes16-1,BdJes16-1
GCA_012979075.1_ASM1297907v1,Pyricularia oryzae,Pyricularia oryzae,BdKUS,BdKUS
GCA_012978515.1_ASM1297851v1,Pyricularia oryzae,Pyricularia oryzae,BdMAG,BdMAG
GCA_001675605.1_ASM167560v1,Pyricularia oryzae,Pyricularia oryzae,BdMeh16-1,BdMeh16-1
GCA_002925385.1_ASM292538v1,Pyricularia oryzae,Pyricularia oryzae,Bm88324,Bm88324
GCA_012978505.1_ASM1297850v1,Pyricularia oryzae,Pyricularia oryzae,Br116,Br116
GCA_012978495.1_ASM1297849v1,Pyricularia oryzae,Pyricularia oryzae,Br118,Br118
GCA_002925325.1_ASM292532v1,Pyricularia oryzae,Pyricularia oryzae,Br130,Br130
GCA_012978435.1_ASM1297843v1,Pyricularia oryzae,Pyricularia oryzae,Br35,Br35
GCA_036493215.1_Br48_v3,Pyricularia oryzae,Pyricularia oryzae,Br48,Br48
GCA_019776005.1_ASM1977600v1,Pyricularia oryzae,Pyricularia oryzae,Br62,Br62
GCA_002925335.1_ASM292533v1,Pyricularia oryzae,Pyricularia oryzae,Br7,Br7
GCA_002925345.1_ASM292534v1,Pyricularia oryzae,Pyricularia oryzae,Br80,Br80
GCA_017589565.1_ASM1758956v1,Pyricularia oryzae,Pyricularia oryzae,Br81,Br81
GCA_000734735.1_ASM73473v1,Pyricularia oryzae,Pyricularia oryzae,CA205,CA205
GCA_002925295.1_ASM292529v1,Pyricularia oryzae,Pyricularia oryzae,CHRF,CHRF
GCA_002925285.1_ASM292528v1,Pyricularia oryzae,Pyricularia oryzae,CHW,CHW
GCA_000734325.1_MoCQ11,Pyricularia oryzae,Pyricularia oryzae,CQ11,CQ11
GCA_012654135.1_ASM1265413v1,Pyricularia oryzae,Pyricularia oryzae,Cd88215,Cd88215
GCA_024704685.1_ASM2470468v1,Pyricularia oryzae,Pyricularia oryzae,D1-s11,D1-s11
GCA_024703655.1_ASM2470365v1,Pyricularia oryzae,Pyricularia oryzae,D1-s50,D1-s50
GCA_024703665.1_ASM2470366v1,Pyricularia oryzae,Pyricularia oryzae,D1-s53b,D1-s53b
GCA_024704055.1_ASM2470405v1,Pyricularia oryzae,Pyricularia oryzae,D10-s71,D10-s71
GCA_024704035.1_ASM2470403v1,Pyricularia oryzae,Pyricularia oryzae,D10-s9,D10-s9
GCA_024704145.1_ASM2470414v1,Pyricularia oryzae,Pyricularia oryzae,D14-s30,D14-s30
GCA_024704575.1_ASM2470457v1,Pyricularia oryzae,Pyricularia oryzae,D15-s47,D15-s47
GCA_024704165.1_ASM2470416v1,Pyricularia oryzae,Pyricularia oryzae,D15-s6,D15-s6
GCA_024704655.1_ASM2470465v1,Pyricularia oryzae,Pyricularia oryzae,D8-s15,D8-s15
GCA_024704115.1_ASM2470411v1,Pyricularia oryzae,Pyricularia oryzae,D9-s50,D9-s50
GCA_003015545.1_ASM301554v1,Pyricularia oryzae,Pyricularia oryzae,DB11-621,DB11-621
GCA_024704625.1_ASM2470462v1,Pyricularia oryzae,Pyricularia oryzae,E1,E1
GCA_024704695.1_ASM2470469v1,Pyricularia oryzae,Pyricularia oryzae,E17,E17
GCA_021845515.1_ASM2184551v1,Pyricularia oryzae,Pyricularia oryzae,E34,E34
GCA_024704405.1_ASM2470440v1,Pyricularia oryzae,Pyricularia oryzae,E7,E7
GCA_021764705.1_ASM2176470v1,Pyricularia oryzae,Pyricularia oryzae,EA18,EA18
GCA_001548775.1_EI9411,Pyricularia oryzae,Pyricularia oryzae,EI9411,EI9411
GCA_001548785.1_EI9604,Pyricularia oryzae,Pyricularia oryzae,EI9604,EI9604
GCA_012596185.1_EtKY19-1,Pyricularia oryzae,Pyricularia oryzae,EtKY19-1,EtKY19-1
GCA_052858515.1_ASM5285851v1,Pyricularia oryzae,Pyricularia oryzae,F-2,F-2
GCA_002925225.1_ASM292522v1,Pyricularia oryzae,Pyricularia oryzae,FH,FH
GCA_003015555.1_ASM301555v1,Pyricularia oryzae,Pyricularia oryzae,FJ0204804,FJ0204804
GCA_003015565.1_ASM301556v1,Pyricularia oryzae,Pyricularia oryzae,FJ11SH-527-1,FJ11SH-527-1
GCA_003015595.1_ASM301559v1,Pyricularia oryzae,Pyricularia oryzae,FJ11YD-673-1,FJ11YD-673-1
GCA_003015625.1_ASM301562v1,Pyricularia oryzae,Pyricularia oryzae,FJ12JN-084-3,FJ12JN-084-3
GCA_003015635.1_ASM301563v1,Pyricularia oryzae,Pyricularia oryzae,FJ13SH05-2,FJ13SH05-2
GCA_003015645.1_ASM301564v1,Pyricularia oryzae,Pyricularia oryzae,FJ2000-62A,FJ2000-62A
GCA_003015655.1_ASM301565v1,Pyricularia oryzae,Pyricularia oryzae,FJ2000-69A,FJ2000-69A
GCA_003015705.1_ASM301570v1,Pyricularia oryzae,Pyricularia oryzae,FJ2001-112B,FJ2001-112B
GCA_003015735.1_ASM301573v1,Pyricularia oryzae,Pyricularia oryzae,FJ2003-001A1,FJ2003-001A1
GCA_003015745.1_ASM301574v1,Pyricularia oryzae,Pyricularia oryzae,FJ2005113B,FJ2005113B
GCA_003015755.1_ASM301575v1,Pyricularia oryzae,Pyricularia oryzae,FJ2006-60A3,FJ2006-60A3
GCA_003015805.1_ASM301580v1,Pyricularia oryzae,Pyricularia oryzae,FJ43ZB15-68,FJ43ZB15-68
GCA_003015815.2_ASM301581v2,Pyricularia oryzae,Pyricularia oryzae,FJ72ZC7-77,FJ72ZC7-77
GCA_003015835.1_ASM301583v1,Pyricularia oryzae,Pyricularia oryzae,FJ78-JJ,FJ78-JJ
GCA_003015825.1_ASM301582v1,Pyricularia oryzae,Pyricularia oryzae,FJ81-JY,FJ81-JY
GCA_003015885.1_ASM301588v1,Pyricularia oryzae,Pyricularia oryzae,FJ81-MH,FJ81-MH
GCA_003016095.1_ASM301609v1,Pyricularia oryzae,Pyricularia oryzae,FJ81-SW,FJ81-SW
GCA_003015895.1_ASM301589v1,Pyricularia oryzae,Pyricularia oryzae,FJ81-ZP,FJ81-ZP
GCA_003016105.1_ASM301610v1,Pyricularia oryzae,Pyricularia oryzae,FJ81221ZB11-14,FJ81221ZB11-14
GCA_002368475.1_ASM236847v1,Pyricularia oryzae,Pyricularia oryzae,FJ81278,FJ81278
GCA_003015925.1_ASM301592v1,Pyricularia oryzae,Pyricularia oryzae,FJ86-CT,FJ86-CT
GCA_003015935.1_ASM301593v1,Pyricularia oryzae,Pyricularia oryzae,FJ86061ZE3-39,FJ86061ZE3-39
GCA_003015955.1_ASM301595v1,Pyricularia oryzae,Pyricularia oryzae,FJ95054B,FJ95054B
GCA_003016115.1_ASM301611v1,Pyricularia oryzae,Pyricularia oryzae,FJ95085AZB13-116,FJ95085AZB13-116
GCA_003015975.2_ASM301597v2,Pyricularia oryzae,Pyricularia oryzae,FJ98099,FJ98099
GCA_003016165.1_ASM301616v1,Pyricularia oryzae,Pyricularia oryzae,FJ99138,FJ99138
GCA_003016005.1_ASM301600v1,Pyricularia oryzae,Pyricularia oryzae,FJSH0703,FJSH0703
GCA_017589575.1_ASM1758957v1,Pyricularia oryzae,Pyricularia oryzae,FPH-2015-44,FPH-2015-44
GCA_002925215.1_ASM292521v1,Pyricularia oryzae,Pyricularia oryzae,FR13,FR13
GCA_002925205.1_ASM292520v1,Pyricularia oryzae,Pyricularia oryzae,G17,G17
GCA_002925165.1_ASM292516v1,Pyricularia oryzae,Pyricularia oryzae,G22,G22
GCA_003016175.1_ASM301617v1,Pyricularia oryzae,Pyricularia oryzae,GD-05-029b,GD-05-029b
GCA_003016185.1_ASM301618v1,Pyricularia oryzae,Pyricularia oryzae,GD06-53,GD06-53
GCA_003016195.1_ASM301619v1,Pyricularia oryzae,Pyricularia oryzae,GD08-2025,GD08-2025
GCA_000734345.1_MoGD22,Pyricularia oryzae,Pyricularia oryzae,GD22,GD22
GCA_002925155.1_ASM292515v1,Pyricularia oryzae,Pyricularia oryzae,GG11,GG11
GCA_000734675.1_ASM73467v1,Pyricularia oryzae,Pyricularia oryzae,GOV41,GOV41
GCA_002368485.1_ASM236848v1,Pyricularia oryzae,Pyricularia oryzae,GUY11,GUY11
GCA_000734395.1_MoGX01,Pyricularia oryzae,Pyricularia oryzae,GX01,GX01
GCA_002925145.1_ASM292514v1,Pyricularia oryzae,Pyricularia oryzae,GrF52,GrF52
GCA_002925095.1_ASM292509v1,Pyricularia oryzae,Pyricularia oryzae,Guy11,Guy11
GCA_055472615.1_ASM5547261v1,Pyricularia oryzae,Pyricularia oryzae,H-1,H-1
GCA_052858475.1_ASM5285847v1,Pyricularia oryzae,Pyricularia oryzae,H-2,H-2
GCA_002218345.1_H08-1a_0.9,Pyricularia oryzae,Pyricularia oryzae,H08-1a,H08-1a
GCA_002218355.1_H08-1c_0.9,Pyricularia oryzae,Pyricularia oryzae,H08-1c,H08-1c
GCA_003016015.1_ASM301601v1,Pyricularia oryzae,Pyricularia oryzae,HB-14,HB-14
GCA_003016025.1_ASM301602v1,Pyricularia oryzae,Pyricularia oryzae,HB-LTH18,HB-LTH18
GCA_000734235.1_MoHB12,Pyricularia oryzae,Pyricularia oryzae,HB12,HB12
GCA_050141245.1_ASM5014124v1,Pyricularia oryzae,Pyricularia oryzae,HCT1,HCT1
GCA_050141075.1_ASM5014107v1,Pyricularia oryzae,Pyricularia oryzae,HCT1109,HCT1109
GCA_050141065.1_ASM5014106v1,Pyricularia oryzae,Pyricularia oryzae,HCT1307,HCT1307
GCA_050141105.1_ASM5014110v1,Pyricularia oryzae,Pyricularia oryzae,HCT1504,HCT1504
GCA_050140945.1_ASM5014094v1,Pyricularia oryzae,Pyricularia oryzae,HCT1511,HCT1511
GCA_050140975.1_ASM5014097v1,Pyricularia oryzae,Pyricularia oryzae,HCT1701,HCT1701
GCA_050141175.1_ASM5014117v1,Pyricularia oryzae,Pyricularia oryzae,HCT2,HCT2
GCA_050141165.1_ASM5014116v1,Pyricularia oryzae,Pyricularia oryzae,HCT7,HCT7
GCA_050141145.1_ASM5014114v1,Pyricularia oryzae,Pyricularia oryzae,HCT8,HCT8
GCA_003016035.1_ASM301603v1,Pyricularia oryzae,Pyricularia oryzae,HN-0812-3,HN-0812-3
GCA_003016255.1_ASM301625v1,Pyricularia oryzae,Pyricularia oryzae,HN-158,HN-158
GCA_000734405.1_MoHN06,Pyricularia oryzae,Pyricularia oryzae,HN06,HN06
GCA_003016245.1_ASM301624v1,Pyricularia oryzae,Pyricularia oryzae,HN10-1604,HN10-1604
GCA_002925105.1_ASM292510v1,Pyricularia oryzae,Pyricularia oryzae,HO,HO
GCA_052858455.1_ASM5285845v1,Pyricularia oryzae,Pyricularia oryzae,Hei-1,Hei-1
GCA_055472595.1_ASM5547259v1,Pyricularia oryzae,Pyricularia oryzae,Hei-2,Hei-2
GCA_052858415.1_ASM5285841v1,Pyricularia oryzae,Pyricularia oryzae,Hei-3,Hei-3
GCA_052858395.1_ASM5285839v1,Pyricularia oryzae,Pyricularia oryzae,Hu-1,Hu-1
GCA_052858375.1_ASM5285837v1,Pyricularia oryzae,Pyricularia oryzae,Hu-2,Hu-2
GCA_002925085.1_ASM292508v1,Pyricularia oryzae,Pyricularia oryzae,IA1,IA1
GCA_002925065.1_ASM292506v1,Pyricularia oryzae,Pyricularia oryzae,IB33,IB33
GCA_002925045.1_ASM292504v1,Pyricularia oryzae,Pyricularia oryzae,IB49,IB49
GCA_002925025.1_ASM292502v1,Pyricularia oryzae,Pyricularia oryzae,IC17,IC17
GCA_002924985.1_ASM292498v1,Pyricularia oryzae,Pyricularia oryzae,IE1K,IE1K
GCA_000734685.1_ASM73468v1,Pyricularia oryzae,Pyricularia oryzae,IT10,IT10
GCA_000734425.1_MoJL10,Pyricularia oryzae,Pyricularia oryzae,JL10,JL10
GCA_003016085.1_ASM301608v1,Pyricularia oryzae,Pyricularia oryzae,JS-10-6-1-2,JS-10-6-1-2
GCA_003016275.1_ASM301627v1,Pyricularia oryzae,Pyricularia oryzae,JS08-611,JS08-611
GCA_003016265.1_ASM301626v1,Pyricularia oryzae,Pyricularia oryzae,JS09-138,JS09-138
GCA_000734245.1_MoJS25,Pyricularia oryzae,Pyricularia oryzae,JS25,JS25
GCA_003016325.1_ASM301632v1,Pyricularia oryzae,Pyricularia oryzae,JX-09Z116-1,JX-09Z116-1
GCA_003016665.1_ASM301666v1,Pyricularia oryzae,Pyricularia oryzae,JX10-102,JX10-102
GCA_003016655.1_ASM301665v1,Pyricularia oryzae,Pyricularia oryzae,JX11-141,JX11-141
GCA_024704225.1_ASM2470422v1,Pyricularia oryzae,Pyricularia oryzae,K13,K13
GCA_024704515.1_ASM2470451v1,Pyricularia oryzae,Pyricularia oryzae,K13-67,K13-67
GCA_024704195.1_ASM2470419v1,Pyricularia oryzae,Pyricularia oryzae,K17,K17
GCA_021442365.1_FMB_K23123,Pyricularia oryzae,Pyricularia oryzae,K23-123,K23-123
GCA_024704255.1_ASM2470425v1,Pyricularia oryzae,Pyricularia oryzae,K28-82w,K28-82w
GCA_024704605.1_ASM2470460v1,Pyricularia oryzae,Pyricularia oryzae,K38,K38
GCA_024704505.1_ASM2470450v1,Pyricularia oryzae,Pyricularia oryzae,K48-115n,K48-115n
GCA_024704485.1_ASM2470448v1,Pyricularia oryzae,Pyricularia oryzae,K5,K5
GCA_024703685.1_ASM2470368v1,Pyricularia oryzae,Pyricularia oryzae,K5-24W,K5-24W
GCA_024704275.1_ASM2470427v1,Pyricularia oryzae,Pyricularia oryzae,K65-159w,K65-159w
GCA_024704235.1_ASM2470423v1,Pyricularia oryzae,Pyricularia oryzae,K7-28w,K7-28w
GCA_000734455.1_MoK84-01,Pyricularia oryzae,Pyricularia oryzae,K84-01,K84-01
GCA_000734575.1_ASM73457v1,Pyricularia oryzae,Pyricularia oryzae,K88-07,K88-07
GCA_000734495.1_ASM73449v1,Pyricularia oryzae,Pyricularia oryzae,K88-24,K88-24
GCA_000734595.1_ASM73459v1,Pyricularia oryzae,Pyricularia oryzae,K91-10,K91-10
GCA_000734515.1_ASM73451v1,Pyricularia oryzae,Pyricularia oryzae,K91-13,K91-13
GCA_000734525.1_ASM73452v1,Pyricularia oryzae,Pyricularia oryzae,K91-30,K91-30
GCA_000734605.1_ASM73460v1,Pyricularia oryzae,Pyricularia oryzae,K93-16,K93-16
GCA_000734555.1_ASM73455v1,Pyricularia oryzae,Pyricularia oryzae,K96-07,K96-07
GCA_000734635.1_ASM73463v1,Pyricularia oryzae,Pyricularia oryzae,K96-11,K96-11
GCA_000734755.1_ASM73475v1,Pyricularia oryzae,Pyricularia oryzae,K98-02,K98-02
GCA_000734655.1_ASM73465v1,Pyricularia oryzae,Pyricularia oryzae,K98-10,K98-10
GCA_003016705.1_ASM301670v1,Pyricularia oryzae,Pyricularia oryzae,KA1-3-1,KA1-3-1
GCA_003016715.1_ASM301671v1,Pyricularia oryzae,Pyricularia oryzae,KA2-1-1,KA2-1-1
GCA_025727595.1_ASM2572759v1,Pyricularia oryzae,Pyricularia oryzae,KEN54-20,KEN54-20
GCA_052858335.1_ASM5285833v1,Pyricularia oryzae,Pyricularia oryzae,L-2,L-2
GCA_012978465.1_ASM1297846v1,Pyricularia oryzae,Pyricularia oryzae,Lc8401,Lc8401
GCA_012654035.1_ASM1265403v1,Pyricularia oryzae,Pyricularia oryzae,Lh88405,Lh88405
GCA_002924975.1_ASM292497v1,Pyricularia oryzae,Pyricularia oryzae,LpKY97,LpKY97
GCA_001936075.1_ASM193607v1,Pyricularia oryzae,Pyricularia oryzae,MG02,MG02
GCA_001936935.1_ASM193693v1,Pyricularia oryzae,Pyricularia oryzae,MG04,MG04
GCA_001936435.1_ASM193643v1,Pyricularia oryzae,Pyricularia oryzae,MG10,MG10
GCA_002924965.1_ASM292496v1,Pyricularia oryzae,Pyricularia oryzae,ML33,ML33
GCA_004346965.1_ASM434696v1,Pyricularia oryzae,Pyricularia oryzae,MZ5-1-6,MZ5-1-6
GCA_946468025.1_MoT_PS-2,Pyricularia oryzae,Pyricularia oryzae,MoT N06047 PS-2 transformant,MoT N06047 PS-2 transformant
GCA_911175055.1_N06047_contigs,Pyricularia oryzae,Pyricularia oryzae,N06047,N06047
GCA_000734265.1_MoNX37,Pyricularia oryzae,Pyricularia oryzae,NX37,NX37
GCA_003016385.1_ASM301638v1,Pyricularia oryzae,Pyricularia oryzae,Nich-2-3-2,Nich-2-3-2
GCA_003016725.1_ASM301672v1,Pyricularia oryzae,Pyricularia oryzae,Nich-2-7-4,Nich-2-7-4
GCA_043231925.1_KSU_PyrO_135_1,Pyricularia oryzae,Pyricularia oryzae,O-135,O-135
GCA_043231915.1_KSU_PyrO_137_1,Pyricularia oryzae,Pyricularia oryzae,O-137,O-137
GCA_043231905.1_KSU_PyrO_219_1,Pyricularia oryzae,Pyricularia oryzae,O-219,O-219
GCA_002218475.1_P-0028,Pyricularia oryzae,Pyricularia oryzae,P-0028,P-0028
GCA_002218485.1_ASM221848v1,Pyricularia oryzae,Pyricularia oryzae,P-0029,P-0029
GCA_052858315.1_ASM5285831v1,Pyricularia oryzae,Pyricularia oryzae,P06-6,P06-6
GCA_002924945.1_ASM292494v1,Pyricularia oryzae,Pyricularia oryzae,P28,P28
GCA_002924915.1_ASM292491v1,Pyricularia oryzae,Pyricularia oryzae,P29,P29
GCA_002924885.1_ASM292488v1,Pyricularia oryzae,Pyricularia oryzae,P3,P3
GCA_002924865.1_ASM292486v1,Pyricularia oryzae,Pyricularia oryzae,PH42,PH42
GCA_002924835.1_ASM292483v1,Pyricularia oryzae,Pyricularia oryzae,PL2-1,PL2-1
GCA_002924825.1_ASM292482v1,Pyricularia oryzae,Pyricularia oryzae,PL3-1,PL3-1
GCA_905067075.2_PR003_contigs_polished,Pyricularia oryzae,Pyricularia oryzae,PR003,PR003
GCA_012490815.1_ASM1249081v1,Pyricularia oryzae,Pyricularia oryzae,PR01-37.V.1.05,PR01-37.V.1.05
GCA_012490805.1_ASM1249080v1,Pyricularia oryzae,Pyricularia oryzae,PR01-37.V.3.07,PR01-37.V.3.07
GCA_000734785.1_ASM73478v1,Pyricularia oryzae,Pyricularia oryzae,PR72,PR72
GCA_017589555.1_ASM1758955v1,Pyricularia oryzae,Pyricularia oryzae,Pd88413,Pd88413
GCA_002924875.1_ASM292487v1,Pyricularia oryzae,Pyricularia oryzae,Pg1213-22,Pg1213-22
GCA_033035085.1_ASM3303508v1,Pyricularia oryzae,Pyricularia oryzae,Po221,Po221
GCA_033035115.1_ASM3303511v1,Pyricularia oryzae,Pyricularia oryzae,Po234,Po234
GCA_033035145.1_ASM3303514v1,Pyricularia oryzae,Pyricularia oryzae,Po235,Po235
GCA_012979135.1_ASM1297913v1,Pyricularia oryzae,Pyricularia oryzae,Po237,Po237
GCA_013423165.1_ASM1342316v1,Pyricularia oryzae,Pyricularia oryzae,Pr8202,Pr8202
